ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
103.153.233.12,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true])]",,true,"Pals Network Pvt. Ltd",Nepal,NP,28.0,84.0,AS140966,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4396, connections=ConnectionAttempts(success=135, fail=2416), uptime=5.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2881, connections=ConnectionAttempts(success=38, fail=2492), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2092, connections=ConnectionAttempts(success=157, fail=2382), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2166, connections=ConnectionAttempts(success=167, fail=2391), uptime=6.0%, visibleIp=103.153.233.20))",,"2023-04-15 02:44:28.0","2023-04-15 02:48:31.0",,,
103.153.247.70,3125,,,"[ProtocolDataType(type=http, port=3125, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=3125, tls=false, autoRead=[false])]",,false,"PT Citra Celebas Multimedia",Indonesia,ID,-6.211400032043457,106.84459686279297,AS140475,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3249, connections=ConnectionAttempts(success=306, fail=2326), uptime=11.0%, visibleIp=null), ora_UK=EndpointServerData(ping=841, connections=ConnectionAttempts(success=51, fail=2589), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5925, connections=ConnectionAttempts(success=342, fail=2290), uptime=12.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3744, connections=ConnectionAttempts(success=324, fail=2305), uptime=12.0%, visibleIp=null))",,"2023-04-15 02:23:47.0","2023-04-15 02:45:54.0",,,
103.154.24.5,3125,,,"[ProtocolDataType(type=http, port=3125, tls=false, autoRead=null)]",,false,"PT Hijrah Muara Sintetis",Indonesia,ID,-8.64840030670166,116.53099822998047,AS140478,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3314, connections=ConnectionAttempts(success=75, fail=850), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=959), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2210, connections=ConnectionAttempts(success=73, fail=858), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1381, connections=ConnectionAttempts(success=86, fail=854), uptime=9.0%, visibleIp=103.117.31.166))",,"2023-04-15 02:32:08.0","2023-04-15 02:42:13.0",,,
103.154.91.108,3127,,,"[ProtocolDataType(type=http, port=3127, tls=false, autoRead=null)]",,true,"PT Mora Telematika Indonesia",Indonesia,ID,-6.226799964904785,106.83689880371094,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5858, connections=ConnectionAttempts(success=288, fail=1611), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1900), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3258, connections=ConnectionAttempts(success=267, fail=1646), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=6485, connections=ConnectionAttempts(success=281, fail=1626), uptime=14.0%, visibleIp=103.162.63.67))",,"2023-04-15 02:41:27.0","2023-04-15 02:41:27.0",,,
103.154.92.74,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,Cepatnet,Indonesia,ID,-6.172800064086914,106.82720184326172,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3264, connections=ConnectionAttempts(success=269, fail=3714), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2216, connections=ConnectionAttempts(success=180, fail=3782), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1462, connections=ConnectionAttempts(success=317, fail=3678), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2556, connections=ConnectionAttempts(success=277, fail=3688), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:45:44.0","2023-04-15 02:46:04.0",,,
103.154.113.243,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"PT Mora Telematika Indonesia",Indonesia,ID,3.584700107574463,98.66290283203125,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1134, connections=ConnectionAttempts(success=163, fail=2289), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2004, connections=ConnectionAttempts(success=25, fail=2421), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1031, connections=ConnectionAttempts(success=172, fail=2279), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=663, connections=ConnectionAttempts(success=153, fail=2307), uptime=6.0%, visibleIp=103.154.113.242))",,"2023-04-15 02:16:09.0","2023-04-15 02:49:16.0",,,
103.154.113.245,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=false, autoRead=null)]",,true,"PT Mora Telematika Indonesia",Indonesia,ID,3.584700107574463,98.66290283203125,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1114, connections=ConnectionAttempts(success=145, fail=2219), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1112, connections=ConnectionAttempts(success=20, fail=2334), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1124, connections=ConnectionAttempts(success=165, fail=2191), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=700, connections=ConnectionAttempts(success=135, fail=2196), uptime=5.0%, visibleIp=null))",,"2023-04-15 02:05:15.0","2023-04-15 02:48:53.0",,,
103.154.137.30,32650,,,"[ProtocolDataType(type=http, port=32650, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=32650, tls=true, autoRead=[false])]",,true,"PT Mora Telematika Indonesia",Indonesia,ID,-6.164100170135498,106.85279846191406,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2541, connections=ConnectionAttempts(success=549, fail=2045), uptime=21.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2582, connections=ConnectionAttempts(success=104, fail=2502), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1370, connections=ConnectionAttempts(success=523, fail=2067), uptime=20.0%, visibleIp=103.154.137.30), ms_HK=EndpointServerData(ping=1907, connections=ConnectionAttempts(success=484, fail=2105), uptime=18.0%, visibleIp=null))",,"2023-04-15 02:23:55.0","2023-04-15 02:23:55.0",,,
103.154.230.58,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-7.536799907684326,112.5698013305664,AS136121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5671, connections=ConnectionAttempts(success=399, fail=3556), uptime=10.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4119, connections=ConnectionAttempts(success=94, fail=3861), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=4897, connections=ConnectionAttempts(success=359, fail=3616), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2399, connections=ConnectionAttempts(success=406, fail=3562), uptime=10.0%, visibleIp=null))",,"2023-04-15 02:41:33.0","2023-04-15 02:49:52.0",,,
103.154.230.105,5678,,,"[ProtocolDataType(type=http, port=5678, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=5678, tls=false, autoRead=[true])]",,true,"PT Digital Media Telematika",Indonesia,ID,-7.405600070953369,109.3917007446289,AS136121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=811, connections=ConnectionAttempts(success=366, fail=2207), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2666, connections=ConnectionAttempts(success=65, fail=2503), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1861, connections=ConnectionAttempts(success=339, fail=2205), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2342, connections=ConnectionAttempts(success=333, fail=2231), uptime=12.0%, visibleIp=103.154.231.229))",,"2023-04-15 02:22:20.0","2023-04-15 02:48:16.0",,,
103.154.230.129,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[false])]",,true,"PT Digital Media Telematika",Indonesia,ID,-7.405600070953369,109.3917007446289,AS136121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2363, connections=ConnectionAttempts(success=236, fail=2390), uptime=8.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4021, connections=ConnectionAttempts(success=46, fail=2576), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3532, connections=ConnectionAttempts(success=239, fail=2396), uptime=9.0%, visibleIp=103.154.231.237), ms_HK=EndpointServerData(ping=4574, connections=ConnectionAttempts(success=220, fail=2384), uptime=8.0%, visibleIp=null))",,"2023-04-15 02:36:29.0","2023-04-15 02:36:29.0",,,
103.155.54.38,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[true])]",,false,"Pegasuswave Private Limited",India,IN,23.691499710083008,88.2979965209961,AS140148,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3845, connections=ConnectionAttempts(success=394, fail=1268), uptime=23.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1672), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1852, connections=ConnectionAttempts(success=430, fail=1222), uptime=26.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2580, connections=ConnectionAttempts(success=390, fail=1279), uptime=23.0%, visibleIp=103.155.54.38))",,"2023-04-15 02:48:21.0","2023-04-15 02:48:21.0",,,
103.155.54.137,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false])]",,true,"Pegasuswave Private Limited",India,IN,22.51799964904785,88.3832015991211,AS140148,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2542, connections=ConnectionAttempts(success=456, fail=1288), uptime=26.0%, visibleIp=103.155.54.38), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1796), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2134, connections=ConnectionAttempts(success=434, fail=1344), uptime=24.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2291, connections=ConnectionAttempts(success=420, fail=1370), uptime=23.0%, visibleIp=null))",,"2023-04-15 02:49:28.0","2023-04-15 02:49:28.0",,,
103.155.54.237,83,,,"[ProtocolDataType(type=http, port=83, tls=false, autoRead=null)]",,false,"Pegasuswave Private Limited",India,IN,22.51799964904785,88.3832015991211,AS140148,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2782, connections=ConnectionAttempts(success=416, fail=1310), uptime=24.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1714), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=1985, connections=ConnectionAttempts(success=399, fail=1344), uptime=22.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2567, connections=ConnectionAttempts(success=409, fail=1327), uptime=23.0%, visibleIp=null))",,"2023-04-15 02:05:23.0","2023-04-15 02:46:42.0",,,
103.155.62.158,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"HOME TELECOM (PRIVATE) LIMITED",Pakistan,PK,31.582599639892578,74.32759857177734,AS136969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2270, connections=ConnectionAttempts(success=375, fail=2137), uptime=14.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1837, connections=ConnectionAttempts(success=72, fail=2410), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2499, connections=ConnectionAttempts(success=388, fail=2111), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2240, connections=ConnectionAttempts(success=404, fail=2100), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:43:17.0","2023-04-15 02:43:30.0",,,
103.155.62.163,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[true]), ProtocolDataType(type=https, port=8080, tls=false, autoRead=[true])]",,true,"HOME TELECOM (PRIVATE) LIMITED",Pakistan,PK,31.582599639892578,74.32759857177734,AS136969,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1703, connections=ConnectionAttempts(success=420, fail=2184), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1483, connections=ConnectionAttempts(success=83, fail=2535), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=5056, connections=ConnectionAttempts(success=457, fail=2144), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2393, connections=ConnectionAttempts(success=438, fail=2201), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:20:17.0","2023-04-15 02:46:19.0",,,
103.155.166.81,8181,,,"[ProtocolDataType(type=https, port=8181, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=8181, tls=true, autoRead=[true])]",,true,"PT Network Lintas Fiberindo",Indonesia,ID,-6.5945000648498535,106.78900146484375,AS141064,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3365, connections=ConnectionAttempts(success=342, fail=2280), uptime=13.0%, visibleIp=null), ora_UK=EndpointServerData(ping=980, connections=ConnectionAttempts(success=58, fail=2547), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3613, connections=ConnectionAttempts(success=299, fail=2320), uptime=11.0%, visibleIp=103.155.166.81), ms_HK=EndpointServerData(ping=2252, connections=ConnectionAttempts(success=326, fail=2279), uptime=12.0%, visibleIp=null))",,"2023-04-15 02:12:00.0","2023-04-15 02:43:05.0",,,
103.155.166.92,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8181, tls=true, autoRead=[false])]",,true,"PT Network Lintas Fiberindo",Indonesia,ID,-6.172800064086914,106.82720184326172,AS141064,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3538, connections=ConnectionAttempts(success=162, fail=3805), uptime=4.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2421, connections=ConnectionAttempts(success=60, fail=3916), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2820, connections=ConnectionAttempts(success=175, fail=3808), uptime=4.0%, visibleIp=103.155.166.89), ms_HK=EndpointServerData(ping=10088, connections=ConnectionAttempts(success=159, fail=3807), uptime=4.0%, visibleIp=null))",,"2023-04-15 02:49:21.0","2023-04-15 02:49:21.0",,,
103.155.166.254,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,"PT Network Lintas Fiberindo",Indonesia,ID,-6.235199928283691,106.99220275878906,AS141064,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1080, connections=ConnectionAttempts(success=115, fail=555), uptime=17.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=667), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=819, connections=ConnectionAttempts(success=112, fail=561), uptime=16.0%, visibleIp=null), ms_HK=EndpointServerData(ping=757, connections=ConnectionAttempts(success=104, fail=558), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:02:39.0","2023-04-15 02:47:42.0",,,
103.155.197.49,8080,,,"[ProtocolDataType(type=https, port=8080, tls=false, autoRead=null)]",,false,"PT Jembatan Data Pangrango",Indonesia,ID,-6.92140007019043,106.9259033203125,AS141071,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3391, connections=ConnectionAttempts(success=22, fail=230), uptime=8.0%, visibleIp=103.155.197.50), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=250), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3374, connections=ConnectionAttempts(success=29, fail=220), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2852, connections=ConnectionAttempts(success=30, fail=191), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:37:00.0","2023-04-15 02:37:00.0",,,
103.155.198.67,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,"PT Lintas Jaringan Nasional",Indonesia,ID,-7.982600212097168,112.63079833984375,AS58821,"PerformanceConnectData(aws_NA=EndpointServerData(ping=841, connections=ConnectionAttempts(success=86, fail=318), uptime=21.0%, visibleIp=103.155.198.67), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=397), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=525, connections=ConnectionAttempts(success=83, fail=318), uptime=20.0%, visibleIp=103.155.198.67), ms_HK=EndpointServerData(ping=2904, connections=ConnectionAttempts(success=94, fail=308), uptime=23.0%, visibleIp=null))",,"2023-04-15 02:12:09.0","2023-04-15 02:44:24.0",,,
103.155.198.70,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=null)]",,true,"PT Lintas Jaringan Nasional",Indonesia,ID,-7.982600212097168,112.63079833984375,AS58821,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1309, connections=ConnectionAttempts(success=210, fail=1154), uptime=15.0%, visibleIp=103.155.198.70), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1351), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2764, connections=ConnectionAttempts(success=243, fail=1128), uptime=17.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4383, connections=ConnectionAttempts(success=187, fail=1173), uptime=13.0%, visibleIp=null))",,"2023-04-15 02:47:14.0","2023-04-15 02:47:14.0",,,
103.156.17.35,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8181, tls=true, autoRead=[false])]",,true,Rstnet,Indonesia,ID,-6.905200004577637,107.6615982055664,AS141077,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1615, connections=ConnectionAttempts(success=488, fail=3504), uptime=12.0%, visibleIp=null), ora_UK=EndpointServerData(ping=1997, connections=ConnectionAttempts(success=156, fail=3830), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=945, connections=ConnectionAttempts(success=544, fail=3412), uptime=13.0%, visibleIp=null), ms_HK=EndpointServerData(ping=783, connections=ConnectionAttempts(success=513, fail=3510), uptime=12.0%, visibleIp=null))",,"2023-04-15 02:19:25.0","2023-04-15 02:36:49.0",,,
103.156.71.86,8880,,,"[ProtocolDataType(type=https, port=8880, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=8880, tls=false, autoRead=[true])]",,true,"PT Indo Access Semesta",Indonesia,ID,-8.247099876403809,114.38780212402344,AS141081,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2487, connections=ConnectionAttempts(success=541, fail=2059), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2417, connections=ConnectionAttempts(success=120, fail=2477), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1645, connections=ConnectionAttempts(success=581, fail=2051), uptime=22.0%, visibleIp=103.156.70.30), ms_HK=EndpointServerData(ping=1170, connections=ConnectionAttempts(success=520, fail=2117), uptime=19.0%, visibleIp=103.156.70.30))",,"2023-04-15 02:29:52.0","2023-04-15 02:42:46.0",,,
